NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	TRIB1	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]	12	1.3427228927612305	0.025242694	Yes	
row_1	FPR2	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	78	1.000705599784851	0.04206579	Yes	
row_2	FPR1	formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]	113	0.921749472618103	0.05847988	Yes	
row_3	CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]	120	0.9144334197044373	0.075748	Yes	
row_4	TP53I3	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]	252	0.7939313054084778	0.086275466	Yes	
row_5	SHKBP1	SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]	290	0.7657972574234009	0.099601746	Yes	
row_6	TLE3	TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]	325	0.7483460307121277	0.1127009	Yes	
row_7	DUSP6	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	425	0.6990312933921814	0.12255006	Yes	
row_8	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]	511	0.6647700667381287	0.1322412	Yes	
row_9	SLC11A2	solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]	598	0.638611912727356	0.14139678	Yes	
row_10	OSER1	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	757	0.5920472741127014	0.14710647	Yes	
row_11	ADRM1	ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759]	780	0.5873072147369385	0.15755302	Yes	
row_12	TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	821	0.5767756700515747	0.1671593	Yes	
row_13	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	887	0.5640259981155396	0.17563446	Yes	
row_14	PPP6R1	protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]	1311	0.4878195524215698	0.16994514	Yes	
row_15	C9orf72	C9orf72-SMCR8 complex subunit [Source:HGNC Symbol;Acc:HGNC:28337]	1316	0.48699548840522766	0.17911297	Yes	
row_16	RCC1	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]	1335	0.48305588960647583	0.18770856	Yes	
row_17	RARA	retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864]	1427	0.4701244831085205	0.19346571	Yes	
row_18	SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	1500	0.4599372148513794	0.19970253	Yes	
row_19	SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	1835	0.42459142208099365	0.19596365	Yes	
row_20	OSER1-DT	OSER1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48585]	1911	0.4158251881599426	0.2012507	Yes	
row_21	PKIG	cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019]	2061	0.4035945534706116	0.20367722	Yes	
row_22	SNHG11	small nucleolar RNA host gene 11 [Source:HGNC Symbol;Acc:HGNC:25046]	2076	0.40247368812561035	0.2108743	Yes	
row_23	AHCYL1	adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]	2113	0.39924365282058716	0.21722874	Yes	
row_24	FHOD3	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]	2121	0.3987071216106415	0.22460228	Yes	
row_25	IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	2353	0.3774985671043396	0.22361925	Yes	
row_26	SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	2598	0.35972657799720764	0.221835	Yes	
row_27	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]	2645	0.3560316562652588	0.22700839	Yes	
row_28	WSB2	WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]	2682	0.35339775681495667	0.23248638	Yes	
row_29	P4HA2	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	2723	0.3503718972206116	0.23776455	Yes	
row_30	PPP4R1L	protein phosphatase 4 regulatory subunit 1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15755]	2783	0.34553107619285583	0.24227573	Yes	
row_31	FKBP14-AS1	FKBP14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40990]	2809	0.3435032069683075	0.24795504	Yes	
row_32	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]	3239	0.31891366839408875	0.23882377	Yes	
row_33	GNA15-DT	GNA15 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55293]	3444	0.30977705121040344	0.23750451	Yes	
row_34	ZNF341-AS1	ZNF341 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50736]	3632	0.2994692921638489	0.23659162	Yes	
row_35	SLC2A9-AS1	SLC2A9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40636]	3692	0.29712021350860596	0.24017736	Yes	
row_36	NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	3714	0.29556724429130554	0.24508226	Yes	
row_37	SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	3752	0.2938811480998993	0.24938698	Yes	
row_38	PDLIM4	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	4073	0.27856430411338806	0.24335346	Yes	
row_39	VMP1	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]	4229	0.2710612118244171	0.24303338	Yes	
row_40	RCOR1	REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]	4455	0.2614281475543976	0.24004441	Yes	
row_41	TSSC4	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]	4565	0.25764569640159607	0.2411007	Yes	
row_42	TLDC2	TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16112]	4609	0.2559051215648651	0.24446647	Yes	
row_43	AXL	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	4740	0.25010624527931213	0.24463321	Yes	
row_44	SCN4B	sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]	4743	0.25003084540367126	0.24934202	Yes	
row_45	DIAPH1	diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]	4877	0.24480535089969635	0.24930093	Yes	
row_46	LINC01094	long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]	4933	0.2411099523305893	0.2519579	Yes	
row_47	PNPO	pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]	4943	0.24073192477226257	0.2562405	Yes	
row_48	RABAC1	Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]	4966	0.24002431333065033	0.26004806	Yes	
row_49	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	5065	0.236437126994133	0.26108938	Yes	
row_50	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	5765	0.2121044546365738	0.24033228	No	
row_51	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:20712]	5929	0.20470628142356873	0.23845974	No	
row_52	SNHG3	small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]	6081	0.20080874860286713	0.23693864	No	
row_53	EIF4A1	eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]	6153	0.19795654714107513	0.2382027	No	
row_54	LINC02952	long intergenic non-protein coding RNA 2952 [Source:HGNC Symbol;Acc:HGNC:55968]	6244	0.19406169652938843	0.2387179	No	
row_55	PI3	peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]	6425	0.18971946835517883	0.23595542	No	
row_56	CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	6467	0.1886768639087677	0.23810698	No	
row_57	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	6568	0.1874944120645523	0.23814167	No	
row_58	EIF4A3	eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]	6800	0.1827421635389328	0.2334355	No	
row_59	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	6826	0.1815481036901474	0.23601872	No	
row_60	LINC02895	long intergenic non-protein coding RNA 2895 [Source:HGNC Symbol;Acc:HGNC:55422]	7199	0.16934308409690857	0.22605142	No	
row_61	ZMIZ1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	7503	0.1666284054517746	0.21848148	No	
row_62	WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	7824	0.15856219828128815	0.2101539	No	
row_63	COX14	cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]	7873	0.1568017601966858	0.21144763	No	
row_64	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]	8047	0.14961248636245728	0.20816691	No	
row_65	KRT80	keratin 80 [Source:HGNC Symbol;Acc:HGNC:27056]	8066	0.14891254901885986	0.21037471	No	
row_66	SNORD12C	small nucleolar RNA, C/D box 12C [Source:HGNC Symbol;Acc:HGNC:10105]	8195	0.14298568665981293	0.20856464	No	
row_67	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]	8239	0.14128835499286652	0.20973928	No	
row_68	ENSG00000253214	novel transcript	8311	0.13857002556324005	0.20986807	No	
row_69	SLC27A4	solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]	8316	0.13836947083473206	0.21237129	No	
row_70	RACK1	receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]	8460	0.13330422341823578	0.20984368	No	
row_71	SP2-AS1	SP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51341]	8563	0.1294260323047638	0.20869729	No	
row_72	ZNF22-AS1	ZNF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23509]	8700	0.12401663511991501	0.20624061	No	
row_73	AIG1	androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	8771	0.12131761759519577	0.20607509	No	
row_74	PIGT	phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]	8790	0.12078332155942917	0.20774515	No	
row_75	RAB27A	RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]	8970	0.11363369971513748	0.20356365	No	
row_76	AP3S2	adaptor related protein complex 3 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:571]	9027	0.11165409535169601	0.20371033	No	
row_77	ABCB9	ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]	9069	0.11032602190971375	0.20436406	No	
row_78	CREM	cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]	9092	0.10956140607595444	0.20567763	No	
row_79	NSMAF	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]	9150	0.10804928839206696	0.2057199	No	
row_80	ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]	9306	0.10329907387495041	0.20219274	No	
row_81	ELOA-AS1	ELOA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50582]	9323	0.10275141149759293	0.20358908	No	
row_82	ZNFX1	zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]	9388	0.1001473069190979	0.20323183	No	
row_83	CPHL1P	ceruloplasmin and hephaestin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:31714]	9573	0.09330229461193085	0.19848417	No	
row_84	UROD	uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591]	9647	0.09099877625703812	0.19763255	No	
row_85	GALE	UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]	9823	0.0855986475944519	0.19305709	No	
row_86	ATP6V0A1	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	9918	0.08183581382036209	0.19128488	No	
row_87	EIF3F	eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	9919	0.08180174976587296	0.19284868	No	
row_88	GARS1-DT	GARS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48951]	9943	0.08106280863285065	0.19358194	No	
row_89	WDR62	WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]	9986	0.07935022562742233	0.19360802	No	
row_90	H2AX	H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]	10091	0.0761985331773758	0.19137308	No	
row_91	ENSG00000236377	novel transcript	10385	0.06637958437204361	0.18224166	No	
row_92	TRAPPC4	trafficking protein particle complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19943]	10429	0.06506861746311188	0.18195923	No	
row_93	POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	10703	0.056149061769247055	0.17334215	No	
row_94	SMG8	SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551]	10811	0.05206342786550522	0.17053933	No	
row_95	GDNF-AS1	GDNF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43592]	11007	0.04648635908961296	0.16450624	No	
row_96	COPS4	COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]	11050	0.044776078313589096	0.16387138	No	
row_97	LINC02938	long intergenic non-protein coding RNA 2938 [Source:HGNC Symbol;Acc:HGNC:55952]	11111	0.04279576241970062	0.16255973	No	
row_98	EHD1	EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]	11288	0.0372762493789196	0.157025	No	
row_99	NOP14-AS1	NOP14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20205]	11560	0.030008947476744652	0.1479792	No	
row_100	ADD3	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]	11708	0.025198915973305702	0.14324297	No	
row_101	PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]	11740	0.02421923354268074	0.14260559	No	
row_102	MTCO3P12	MT-CO3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:52042]	11756	0.023632250726222992	0.14252491	No	
row_103	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]	11999	0.017109127715229988	0.1342619	No	
row_104	PPCDC	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]	12050	0.0154319629073143	0.1327821	No	
row_105	RPPH1	ribonuclease P RNA component H1 [Source:HGNC Symbol;Acc:HGNC:19273]	12231	0.009775223210453987	0.12657964	No	
row_106	PFDN5	prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]	12553	9.543696069158614E-4	0.115203604	No	
row_107	LINC00511	long intergenic non-protein coding RNA 511 [Source:HGNC Symbol;Acc:HGNC:43564]	12619	-0.0010084117529913783	0.11291563	No	
